timestamp,status_postura,angulo_coluna_deg,pitch_cabeca_deg,shoulder_diff,duracao_postura_ruim_s,min_desde_ultimo_alongar
2025-10-21 20:29:51,boa,1.56,-30.40,0.1140,0.0,0.3
2025-10-21 20:29:51,boa,1.65,-30.65,0.1131,0.0,0.3
2025-10-21 20:29:51,boa,1.83,-30.91,0.1118,0.0,0.3
2025-10-21 20:29:51,boa,1.93,-31.14,0.1113,0.0,0.3
2025-10-21 20:29:51,boa,1.92,-31.47,0.1111,0.0,0.3
2025-10-21 20:29:51,boa,2.13,-31.76,0.1146,0.0,0.3
2025-10-21 20:29:52,boa,2.16,-32.02,0.1149,0.0,0.3
2025-10-21 20:29:52,boa,2.16,-32.29,0.1145,0.0,0.3
2025-10-21 20:29:52,ruim,2.40,-32.46,0.1127,0.0,0.3
2025-10-21 20:29:52,ruim,1.80,-32.49,0.1022,0.1,0.3
2025-10-21 20:29:52,ruim,0.98,-32.70,0.0838,0.2,0.3
2025-10-21 20:29:52,ruim,0.41,-33.61,0.0557,0.2,0.3
2025-10-21 20:29:52,ruim,0.24,-35.14,0.0367,0.3,0.3
2025-10-21 20:29:52,ruim,0.62,-37.01,0.0255,0.4,0.3
2025-10-21 20:29:52,ruim,1.00,-38.52,0.0121,0.5,0.3
2025-10-21 20:29:52,ruim,1.53,-39.70,0.0024,0.5,0.3
2025-10-21 20:29:52,ruim,1.76,-40.61,0.0004,0.6,0.3
2025-10-21 20:29:52,ruim,1.69,-41.07,0.0021,0.7,0.3
2025-10-21 20:29:53,ruim,1.44,-41.55,0.0009,0.8,0.3
2025-10-21 20:29:53,ruim,1.28,-42.10,0.0036,0.9,0.3
2025-10-21 20:29:53,ruim,0.18,-43.11,0.0384,0.9,0.3
2025-10-21 20:29:53,ruim,0.78,-44.88,0.0489,1.0,0.4
2025-10-21 20:29:53,ruim,1.91,-45.73,0.0533,1.1,0.4
2025-10-21 20:29:53,ruim,2.32,-46.44,0.0668,1.2,0.4
2025-10-21 20:29:53,ruim,2.46,-46.35,0.0699,1.2,0.4
2025-10-21 20:29:53,ruim,1.87,-46.45,0.0678,1.3,0.4
2025-10-21 20:29:53,ruim,1.55,-46.69,0.0696,1.4,0.4
2025-10-21 20:29:53,ruim,1.94,-46.54,0.0750,1.5,0.4
2025-10-21 20:29:53,ruim,3.43,-46.36,0.0844,1.5,0.4
2025-10-21 20:29:53,ruim,4.14,-46.27,0.1010,1.6,0.4
2025-10-21 20:29:53,ruim,4.11,-46.56,0.1041,1.7,0.4
2025-10-21 20:29:54,ruim,4.43,-46.29,0.1126,1.8,0.4
2025-10-21 20:29:54,ruim,4.19,-46.04,0.1157,1.8,0.4
2025-10-21 20:29:54,ruim,4.82,-45.49,0.1177,1.9,0.4
2025-10-21 20:29:54,ruim,4.75,-45.07,0.1169,2.0,0.4
2025-10-21 20:29:54,ruim,4.98,-44.47,0.1160,2.1,0.4
2025-10-21 20:29:54,ruim,4.86,-43.87,0.1139,2.1,0.4
2025-10-21 20:29:54,ruim,4.59,-43.30,0.1117,2.2,0.4
2025-10-21 20:29:54,ruim,4.67,-42.76,0.1089,2.3,0.4
2025-10-21 20:29:54,ruim,4.85,-42.37,0.1093,2.3,0.4
